StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Scorer,File_id,Time_day,weather_conditions,intersection_type,Dedicated_turn,Wait_at_intersection,signalized_intersect,opposing_lanes,vehicle_movement,Signal_obscured,signal_state,turn_signal,turn_phase,traffic_obscured,time_of_entering,gap_decision,time_of_exiting,lead_vehicle,crash,comment,incomplete_video,Scorer - Topics
Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,Initials of Scorer:,File_ID:,Time of day,Weather conditions,"Intersection type If all off the video only shows driver driving straight through intersections, then select the intersection closest to the end of the drive and complete the scoring sheet for it",Dedicated turn lanes at intersection? (for specific turn type),"Wait at intersection, due to queue or signal",Signalized Intersection,Opposing lanes,Vehicle Movement,Signal obscured?,Signal State at time of turn/going through intersection,Turn signal indication,Turn phasing (for direction of turn),Oncoming Traffic Obscured,Time of entering the intersection (to nearest 0.1 of a second)For example: 470258 would become 470200,Gap Decision,Time of completing intersection (to nearest 0.1 of a second)For example: 470258 would become 470200,Following lead vehicle through intersection,Was there a crash?,CommentsReport questions or anything unusual about the drive/video here,"If the driver waits at an intersection and the video ends, select yes",Scorer - Topics
"{""ImportId"":""startDate"",""timeZone"":""America/Denver""}","{""ImportId"":""endDate"",""timeZone"":""America/Denver""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/Denver""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID2_TEXT""}","{""ImportId"":""QID3_TEXT""}","{""ImportId"":""QID4""}","{""ImportId"":""QID5""}","{""ImportId"":""QID6""}","{""ImportId"":""QID7""}","{""ImportId"":""QID8""}","{""ImportId"":""QID9""}","{""ImportId"":""QID10""}","{""ImportId"":""QID11""}","{""ImportId"":""QID12""}","{""ImportId"":""QID13""}","{""ImportId"":""QID14""}","{""ImportId"":""QID15""}","{""ImportId"":""QID16""}","{""ImportId"":""QID17_TEXT""}","{""ImportId"":""QID18""}","{""ImportId"":""QID19_TEXT""}","{""ImportId"":""QID20""}","{""ImportId"":""QID24""}","{""ImportId"":""QID21_TEXT""}","{""ImportId"":""QID23""}","{""ImportId"":""QID2_TEXT_0f9d2c662cea421a838f1eedTopics""}"
4/1/18 16:38,4/1/18 16:42,0,128.119.202.249,100,214,1,4/1/18 16:42,R_1CpGpmora9OcAWo,,,,,42.36720276,-72.51850128,anonymous,EN,TH,44281249,1,1,1,2,1,2,1,3,1,4,2,2,1,606500,1,609100,1,1,,1,Unknown
4/1/18 16:42,4/1/18 16:48,0,128.119.202.249,100,393,1,4/1/18 16:48,R_1EYBkvDNdTw3O9P,,,,,42.36720276,-72.51850128,anonymous,EN,TH,44565745,1,1,2,2,1,2,2,2,1,2,2,2,1,333400,2,,1,1,The video ends with the driver in the middle of the intersection.,2,Unknown
4/1/18 16:49,4/1/18 16:54,0,128.119.202.249,100,304,1,4/1/18 16:54,R_3faAOcFZ6e0Xkjf,,,,,42.36720276,-72.51850128,anonymous,EN,TH,44605695,2,1,2,2,1,2,2,2,1,2,2,2,1,2507100,2,2516100,1,1,Almost gets hit by another driver in the intersection. ,1,Unknown
4/1/18 16:54,4/1/18 16:58,0,128.119.202.249,100,261,1,4/1/18 16:58,R_3HNz8hjQJzWsiSK,,,,,42.36720276,-72.51850128,anonymous,EN,TH,44613872,2,1,2,2,1,2,2,1,1,2,2,1,1,1566300,1,1567200,1,1,Blurriness is due to camera or the windshield. ,1,Unknown
4/1/18 16:58,4/1/18 17:02,0,128.119.202.249,100,202,1,4/1/18 17:02,R_2TMkWWtJyCWEhW9,,,,,42.36720276,-72.51850128,anonymous,EN,TH,44642655,2,1,2,2,2,2,2,2,1,3,2,3,1,848500,1,856500,2,1,,1,Unknown
4/1/18 17:02,4/1/18 17:07,0,128.119.202.249,100,342,1,4/1/18 17:07,R_VVI3ljedyihrMQh,,,,,42.36720276,-72.51850128,anonymous,EN,TH,44845844,1,1,2,1,1,2,2,1,1,2,2,1,1,213400,1,215200,1,1,"Since most drivers have their lights on, I am saying that the video is during the night. ",1,Unknown
4/1/18 17:07,4/1/18 17:14,0,128.119.202.249,100,414,1,4/1/18 17:14,R_2Wx0RHK5nmV05ou,,,,,42.36720276,-72.51850128,anonymous,EN,TH,44943104,1,1,2,2,2,2,2,2,1,3,2,3,1,788800,1,806700,1,1,"Blurriness is either from the camera or the windshield.
The video should be reviewed and discussed what caused the drivers to stop in the middle of the intersection.",1,Unknown
4/2/18 7:23,4/2/18 7:31,0,128.119.202.36,100,483,1,4/2/18 7:31,R_2y9nqn4DCKB4ohA,,,,,42.36720276,-72.51850128,anonymous,EN,AT,3872562,2,2,1,1,2,2,1,3,1,4,3,2,1,509700,2,,1,1,The driver did not complete the turn before the video ended.,2,Unknown
4/2/18 7:33,4/2/18 7:35,0,128.119.202.36,100,131,1,4/2/18 7:35,R_28MoJkqP0Ym7i5W,,,,,42.36720276,-72.51850128,anonymous,EN,AT,4048302,2,1,3,2,1,1,2,2,1,1,1,2,2,1626900,2,1634000,1,1,,1,Unknown
4/2/18 7:37,4/2/18 7:39,0,128.119.202.36,100,114,1,4/2/18 7:39,R_C2XnNvCtyzTCeWZ,,,,,42.36720276,-72.51850128,anonymous,EN,AT,4078682,1,1,2,1,2,2,2,1,1,2,2,1,1,186300,1,192000,1,1,,1,Unknown
4/2/18 7:39,4/2/18 7:51,0,128.119.202.36,100,775,1,4/2/18 7:51,R_1l5n6WLvP60JAZv,,,,,42.36720276,-72.51850128,anonymous,EN,AT,4080756,2,1,2,2,1,2,2,3,1,2,4,3,1,893500,2,905300,1,1,,1,Unknown
4/2/18 7:51,4/2/18 7:55,0,128.119.202.36,100,184,1,4/2/18 7:55,R_C3ITXEucEgTYZR7,,,,,42.36720276,-72.51850128,anonymous,EN,AT,4103759,2,1,2,1,1,2,2,1,1,2,2,1,1,897000,1,899000,1,1,,1,Unknown
4/2/18 7:55,4/2/18 7:57,0,128.119.202.36,100,135,1,4/2/18 7:57,R_3qZIdhpuELrQlep,,,,,42.36720276,-72.51850128,anonymous,EN,AT,4168959,2,1,2,1,1,2,2,3,1,2,2,3,1,342500,1,347400,1,1,,1,Unknown
4/2/18 7:57,4/2/18 8:00,0,128.119.202.36,100,195,1,4/2/18 8:00,R_211el9CyaN8QxFS,,,,,42.36720276,-72.51850128,anonymous,EN,AT,4192514,2,1,3,1,2,2,1,2,1,,2,1,1,,,,1,1,Some questions are not applicable because the driver did not complete a turn before the video ended,2,Unknown
4/2/18 8:00,4/2/18 8:03,0,128.119.202.36,100,178,1,4/2/18 8:03,R_pSEvDy7xTOR7m81,,,,,42.36720276,-72.51850128,anonymous,EN,AT,4249370,2,1,2,2,2,2,2,2,1,4,2,2,1,278600,1,287500,2,1,,1,Unknown
4/2/18 8:03,4/2/18 8:11,0,128.119.202.36,100,443,1,4/2/18 8:11,R_2ZPjdMa1oOe1xgO,,,,,42.36720276,-72.51850128,anonymous,EN,AT,4272444,2,1,3,1,1,2,1,1,1,2,2,3,1,832100,1,833300,1,1,,1,Unknown
4/2/18 8:11,4/2/18 8:15,0,128.119.202.36,100,276,1,4/2/18 8:15,R_UuxeKBBtcArS9WN,,,,,42.36720276,-72.51850128,anonymous,EN,AT,4279386,2,1,3,2,1,2,2,3,1,4,2,2,1,32000,2,59700,1,1,,1,Unknown
4/2/18 8:16,4/2/18 8:20,0,128.119.202.36,100,283,1,4/2/18 8:20,R_8ogHEsZYSxJN4Up,,,,,42.36720276,-72.51850128,anonymous,EN,AT,4335577,2,1,2,1,2,2,2,1,1,2,2,3,1,237700,1,239800,1,1,,1,Unknown
4/2/18 8:20,4/2/18 8:23,0,128.119.202.36,100,167,1,4/2/18 8:23,R_1r7ZWKVmh9dgh7U,,,,,42.36720276,-72.51850128,anonymous,EN,AT,4552153,2,1,1,1,1,2,2,1,1,2,2,1,1,638100,1,639800,1,1,,1,Unknown
4/2/18 8:23,4/2/18 8:25,0,128.119.202.36,100,125,1,4/2/18 8:25,R_2PziPqfW5xXmJua,,,,,42.36720276,-72.51850128,anonymous,EN,AT,4674016,2,1,1,2,1,2,1,3,1,4,2,2,1,1890300,1,1894400,1,1,,1,Unknown
4/2/18 8:25,4/2/18 8:27,0,128.119.202.36,100,106,1,4/2/18 8:27,R_2ah11mwrOYFF14A,,,,,42.36720276,-72.51850128,anonymous,EN,AT,4952738,1,1,2,2,2,2,2,3,1,2,2,3,1,1181200,1,1186200,2,1,,1,Unknown
4/2/18 8:27,4/2/18 8:35,0,128.119.202.36,100,464,1,4/2/18 8:35,R_26fmiP7DJ2ujA0J,,,,,42.36720276,-72.51850128,anonymous,EN,AT,4983539,2,1,2,1,1,2,2,1,1,4,2,1,1,2244900,1,2246600,1,1,Probably the driver was pulled over by the police after passing this intersection,1,Unknown
4/2/18 8:35,4/2/18 8:38,0,128.119.202.36,100,189,1,4/2/18 8:38,R_1kNwCTD5kgARX11,,,,,42.36720276,-72.51850128,anonymous,EN,AT,5002322,1,1,2,1,1,2,2,1,1,2,2,1,1,932000,1,933800,1,1,,1,Unknown
4/2/18 8:38,4/2/18 8:44,0,128.119.202.36,100,326,1,4/2/18 8:44,R_1Lng8Q2uMASEGzC,,,,,42.36720276,-72.51850128,anonymous,EN,AT,5008191,2,1,2,1,2,1,2,2,1,1,1,2,1,31300,2,40300,1,2,"There is a crash at the end of the video.
Driver waits at the last intersection and the video ends, so I scored a left turn at the non-signalized intersection.",1,Unknown
4/2/18 14:24,4/2/18 14:33,0,128.119.202.15,100,552,1,4/2/18 14:33,R_22lvw7RG5rN2Rxu,,,,,42.36720276,-72.51850128,anonymous,EN,AT,5073811,2,1,2,1,2,2,2,1,1,2,2,1,1,194600,1,198400,1,1,,1,Unknown
4/2/18 14:33,4/2/18 14:36,0,128.119.202.15,100,173,1,4/2/18 14:36,R_3fBqUkdY0JRj4jm,,,,,42.36720276,-72.51850128,anonymous,EN,AT,5090935,2,1,1,2,2,2,1,3,1,4,2,2,1,317800,1,321900,2,1,,1,Unknown
4/2/18 14:36,4/2/18 14:39,0,128.119.202.15,100,191,1,4/2/18 14:39,R_z9iEjMajh3cKuGd,,,,,42.36720276,-72.51850128,anonymous,EN,AT,5159373,2,1,3,1,2,2,2,2,1,2,4,3,1,1348000,1,1352800,1,1,,1,Unknown
4/2/18 14:39,4/2/18 14:43,0,128.119.202.15,100,227,1,4/2/18 14:43,R_82i6C5willnb9mN,,,,,42.36720276,-72.51850128,anonymous,EN,AT,5233768,1,1,2,2,2,2,2,2,1,2,4,3,1,420600,1,427500,1,1,,1,Unknown
4/2/18 14:43,4/2/18 14:47,0,128.119.202.15,100,253,1,4/2/18 14:47,R_WjRrlTitEGQW7LP,,,,,42.36720276,-72.51850128,anonymous,EN,AT,5304735,2,1,2,1,2,2,2,1,1,2,2,1,1,516600,2,525900,1,1,,1,Unknown
4/2/18 14:48,4/2/18 14:53,0,128.119.202.15,100,301,1,4/2/18 14:53,R_2VOAS9gS64aBcQA,,,,,42.36720276,-72.51850128,anonymous,EN,AT,5467593,2,1,2,1,2,2,2,1,2,,2,1,1,,,,,1,Some questions are not applicable because driver waits at the intersection and the video ends.,2,Unknown
4/2/18 14:53,4/2/18 14:56,0,128.119.202.15,100,193,1,4/2/18 14:56,R_PwDgbKh0mywG2L7,,,,,42.36720276,-72.51850128,anonymous,EN,AT,5473012,2,1,2,2,1,2,2,3,1,4,2,2,1,315900,2,323900,1,1,,1,Unknown
4/2/18 14:56,4/2/18 14:58,0,128.119.202.15,100,157,1,4/2/18 14:59,R_cMwf1lRvBYzSZI5,,,,,42.36720276,-72.51850128,anonymous,EN,AT,5473528,2,1,2,2,1,2,2,2,1,2,2,2,1,727300,1,731900,1,1,,1,Unknown
4/2/18 14:59,4/2/18 15:05,0,128.119.202.15,100,357,1,4/2/18 15:05,R_2dyZbwZ1w0ozC65,,,,,42.36720276,-72.51850128,anonymous,EN,AT,5513781,2,1,2,1,2,2,2,1,1,2,2,1,1,311700,1,316000,1,1,,1,Unknown
4/2/18 15:05,4/2/18 15:09,0,128.119.202.15,100,226,1,4/2/18 15:09,R_3qliP6VxuvxeBJD,,,,,42.36720276,-72.51850128,anonymous,EN,AT,5662788,2,1,2,1,1,2,2,1,1,4,2,1,1,934800,1,937000,1,1,Driving through the intersection on the red light,1,Unknown
4/2/18 15:09,4/2/18 15:12,0,128.119.202.15,100,181,1,4/2/18 15:12,R_27rGQ5jEq5q2vSP,,,,,42.36720276,-72.51850128,anonymous,EN,AT,5703466,2,1,3,1,2,2,2,3,1,4,2,2,1,1677600,2,1682400,1,1,,1,Unknown
4/2/18 15:12,4/2/18 15:16,0,128.119.202.15,100,237,1,4/2/18 15:16,R_3oYkbGEgtlAjYI0,,,,,42.36720276,-72.51850128,anonymous,EN,AT,5710292,1,1,2,2,1,2,2,3,1,4,2,2,1,396500,2,403200,1,1,,1,Unknown
4/2/18 15:17,4/2/18 15:19,0,128.119.202.15,100,147,1,4/2/18 15:19,R_1JDWXDutLEwo5fS,,,,,42.36720276,-72.51850128,anonymous,EN,AT,5859824,2,1,2,2,2,2,2,2,1,,4,3,1,,,,1,1,Some questions are not applicable because the driver waits at the intersection and the video ends.,2,Unknown
4/2/18 15:19,4/2/18 15:23,0,128.119.202.15,100,249,1,4/2/18 15:23,R_3O1DIptNuzOWEf1,,,,,42.36720276,-72.51850128,anonymous,EN,AT,5997107,2,1,2,1,1,2,2,1,1,2,2,1,1,228800,2,233300,1,1,,1,Unknown
4/2/18 15:23,4/2/18 15:29,0,128.119.202.15,100,305,1,4/2/18 15:29,R_x33cSnUugHR4Vnr,,,,,42.36720276,-72.51850128,anonymous,EN,AT,6014231,1,2,2,2,1,2,2,3,1,2,2,3,1,140300,1,143700,1,1,,1,Unknown
4/2/18 15:29,4/2/18 15:33,0,128.119.202.15,100,269,1,4/2/18 15:33,R_WvvPCt6x2BUCHRL,,,,,42.36720276,-72.51850128,anonymous,EN,AT,6046871,2,1,2,2,2,2,2,2,1,2,2,2,1,72800,2,80500,1,1,,1,Unknown
4/2/18 15:33,4/2/18 15:40,0,128.119.202.15,100,400,1,4/2/18 15:40,R_2uqFN8H48KW8P0O,,,,,42.36720276,-72.51850128,anonymous,EN,AT,6057244,2,1,2,2,2,2,2,2,1,2,4,3,1,712600,1,717800,2,1,Might be a T-intersection,1,Unknown
4/2/18 15:40,4/2/18 15:44,0,128.119.202.15,100,248,1,4/2/18 15:44,R_8rcaWM7kuhl0ZrP,,,,,42.36720276,-72.51850128,anonymous,EN,AT,6199948,2,1,3,2,2,2,1,3,1,2,2,3,1,533300,1,538300,2,1,,1,Unknown
4/2/18 15:44,4/2/18 15:46,0,128.119.202.15,100,122,1,4/2/18 15:46,R_2iczgqs1XvSc2sN,,,,,42.36720276,-72.51850128,anonymous,EN,AT,6268718,1,1,2,2,1,2,2,3,1,4,2,2,1,1436600,2,1442600,1,1,,1,Unknown
4/2/18 15:47,4/2/18 15:52,0,128.119.202.15,100,347,1,4/2/18 15:52,R_22GtkolWyHWNMHz,,,,,42.36720276,-72.51850128,anonymous,EN,AT,6353701,2,1,2,2,2,2,2,3,1,2,2,1,1,216500,2,226600,1,1,,1,Unknown
4/2/18 15:55,4/2/18 15:57,0,128.119.202.15,100,114,1,4/2/18 15:57,R_2xzncEQklb5l5cX,,,,,42.36720276,-72.51850128,anonymous,EN,AT,6367165,2,1,2,2,2,2,2,2,1,,4,3,,,,,,1,Some questions are not applicable because driver waits at the intersection for the left turn and the video ends,2,Unknown
4/2/18 15:57,4/2/18 16:07,0,128.119.202.15,100,583,1,4/2/18 16:07,R_UfgaHPge9KKWAdr,,,,,42.36720276,-72.51850128,anonymous,EN,AT,6423789,2,1,1,1,2,1,1,2,1,1,1,2,1,178600,2,198200,1,1,,1,Unknown
4/2/18 16:07,4/2/18 16:10,0,128.119.202.15,100,132,1,4/2/18 16:10,R_3OjlPVEThefbzxF,,,,,42.36720276,-72.51850128,anonymous,EN,AT,6423789,2,1,2,1,2,2,2,1,1,2,2,1,1,258700,1,263400,1,1,Also scored the left turn at the non-signalized intersection,1,Unknown
4/2/18 16:10,4/2/18 16:13,0,128.119.202.15,100,184,1,4/2/18 16:13,R_2SDolWofcci1Mew,,,,,42.36720276,-72.51850128,anonymous,EN,AT,6448712,2,1,1,2,2,2,1,3,1,4,2,2,1,476800,1,481400,1,1,,1,Unknown
4/2/18 16:13,4/2/18 16:16,0,128.119.202.15,100,188,1,4/2/18 16:16,R_1Q6iXITDIKOyEoA,,,,,42.36720276,-72.51850128,anonymous,EN,AT,6453360,2,2,2,1,1,2,2,1,1,2,2,1,1,35600,2,40100,1,1,,1,Unknown
4/2/18 16:16,4/2/18 16:21,0,128.119.202.15,100,259,1,4/2/18 16:21,R_3QFZfvqx6aHlbg4,,,,,42.36720276,-72.51850128,anonymous,EN,AT,6579832,2,1,2,2,2,2,2,2,1,2,2,2,1,569100,1,576400,1,1,,1,Unknown
4/2/18 16:21,4/2/18 16:23,0,128.119.202.15,100,130,1,4/2/18 16:23,R_3rv9Fj10x1rKEi5,,,,,42.36720276,-72.51850128,anonymous,EN,AT,6638699,2,1,2,2,2,2,2,2,1,2,4,3,1,51000,1,56400,2,1,,1,Unknown
4/2/18 16:23,4/2/18 16:27,0,128.119.202.15,100,239,1,4/2/18 16:27,R_3qEYM4V1izgyQdo,,,,,42.36720276,-72.51850128,anonymous,EN,AT,6841389,2,1,2,2,2,2,2,2,1,2,2,2,1,106400,2,121400,1,1,,1,Unknown
4/2/18 16:27,4/2/18 16:33,0,128.119.202.15,100,315,1,4/2/18 16:33,R_1hLHs0uANwsHJQ5,,,,,42.36720276,-72.51850128,anonymous,EN,AT,6871355,2,1,2,1,1,2,2,1,1,2,2,1,1,487500,1,490000,1,1,,1,Unknown
4/3/18 12:23,4/3/18 12:26,0,128.119.202.167,100,155,1,4/3/18 12:26,R_pRjWGOFLQVeR1nP,,,,,42.36720276,-72.51850128,anonymous,EN,NLC,132884347,2,2,2,1,2,2,2,2,1,2,2,2,1,467200,1,477800,1,2,Car fish tails at end of turn,1,Unknown
4/3/18 12:26,4/3/18 12:30,0,128.119.202.167,100,254,1,4/3/18 12:30,R_3Mch9nJDXZVxZTE,,,,,42.36720276,-72.51850128,anonymous,EN,NLC,142014983,1,1,1,2,2,2,1,3,1,4,2,2,1,2433600,2,2438700,2,1,,1,Unknown
4/3/18 12:30,4/3/18 12:41,0,128.119.202.167,100,660,1,4/3/18 12:41,R_3p9cYf1fwaBfXfW,,,,,42.36720276,-72.51850128,anonymous,EN,NLC,151089491,2,1,2,1,1,2,2,1,1,2,1,1,1,1088600,1,1089900,2,1,,1,Unknown
4/3/18 12:41,4/3/18 12:44,0,128.119.202.167,100,159,1,4/3/18 12:44,R_PHvR1ZrJxaUj6sp,,,,,42.36720276,-72.51850128,anonymous,EN,NLC,116156694,2,1,1,1,2,2,1,3,1,4,4,3,1,0,1,0,1,1,,2,Unknown
4/3/18 12:44,4/3/18 12:46,0,128.119.202.167,100,114,1,4/3/18 12:46,R_6eO7Kz9RVPnPOql,,,,,42.36720276,-72.51850128,anonymous,EN,NLC,151089501,2,2,2,1,2,2,2,1,1,1,1,1,1,0,1,0,1,1,only straight aways were recorded,2,Unknown
4/3/18 12:46,4/3/18 12:51,0,128.119.202.167,100,332,1,4/3/18 12:51,R_2S2MwplVL0rmVVM,,,,,42.36720276,-72.51850128,anonymous,EN,NLC,132362328,2,1,1,1,1,2,2,2,1,1,1,2,1,390000,1,393000,1,1,,1,Unknown
4/3/18 12:52,4/3/18 12:56,0,128.119.202.167,100,281,1,4/3/18 12:56,R_1H0uMcksrW4Gxus,,,,,42.36720276,-72.51850128,anonymous,EN,NLC,115729588,2,1,2,2,2,2,2,2,1,2,4,3,1,565600,1,572800,1,1,,1,Unknown
4/3/18 12:56,4/3/18 12:59,0,128.119.202.167,100,145,1,4/3/18 12:59,R_2wKQLhKWcHgHOVY,,,,,42.36720276,-72.51850128,anonymous,EN,NLC,1515522082,1,2,2,2,1,2,1,2,1,2,2,3,1,73000,1,779900,1,1,,1,Unknown
4/3/18 12:59,4/3/18 13:02,0,128.119.202.167,100,177,1,4/3/18 13:02,R_2YabDwoLNx2lmIi,,,,,42.36720276,-72.51850128,anonymous,EN,NLC,151864864,2,1,2,2,1,2,1,2,1,2,2,3,1,415300,1,419100,2,1,Near crash from adjacent left lane,1,Unknown
4/3/18 13:02,4/3/18 13:04,0,128.119.202.167,100,152,1,4/3/18 13:04,R_2wh3CH3OeEIM5m2,,,,,42.36720276,-72.51850128,anonymous,EN,NLC,29884194,1,2,2,2,2,2,2,3,1,4,2,2,1,309600,1,315400,1,1,near crash turning out of intersection,1,Unknown
4/3/18 13:04,4/3/18 13:07,0,128.119.202.167,100,156,1,4/3/18 13:07,R_uqCPXeuP5eyrqnv,,,,,42.36720276,-72.51850128,anonymous,EN,NLC,150780286,2,1,2,2,2,2,2,2,1,2,2,3,1,610000,1,617400,2,2,driver hops curve during turning motion,1,Unknown
4/3/18 13:07,4/3/18 13:09,0,128.119.202.167,100,140,1,4/3/18 13:09,R_UhzwDBhks7Tjf8Z,,,,,42.36720276,-72.51850128,anonymous,EN,NLC,142015057,1,1,1,2,2,2,1,3,1,1,2,3,1,NA,1,NA,1,1,,2,Unknown
4/3/18 13:09,4/3/18 13:23,0,128.119.202.167,100,826,1,4/3/18 13:23,R_31tRxhwOBZ7O7c1,,,,,42.36720276,-72.51850128,anonymous,EN,NLC,29714164,2,1,1,2,1,2,2,2,1,2,2,2,1,598400,2,604600,1,1,,1,Unknown
4/3/18 13:23,4/3/18 13:26,0,128.119.202.167,100,146,1,4/3/18 13:26,R_24Ah1LMmu9z2Jem,,,,,42.36720276,-72.51850128,anonymous,EN,NLC,98560213,2,1,1,1,2,2,1,1,1,2,1,1,1,890800,1,894000,2,1,,1,Unknown
4/3/18 13:26,4/3/18 13:29,0,128.119.202.167,100,203,1,4/3/18 13:29,R_2Ym0Vap7kiQq1Z3,,,,,42.36720276,-72.51850128,anonymous,EN,NLC,138359713,2,2,1,1,1,2,1,1,1,2,1,1,1,881000,1,883100,1,1,,1,Unknown
4/3/18 13:29,4/3/18 13:32,0,128.119.202.167,100,138,1,4/3/18 13:32,R_1kLYqTWr0taNBhC,,,,,42.36720276,-72.51850128,anonymous,EN,NLC,128905718,2,1,2,1,2,2,2,2,1,1,1,1,1,NA,2,NA,1,1,,2,Unknown
4/3/18 13:34,4/3/18 13:42,0,128.119.202.167,100,458,1,4/3/18 13:42,R_2Y51LD4pgVH2QRG,,,,,42.36720276,-72.51850128,anonymous,EN,NLC,151582026,2,1,2,2,1,2,1,2,1,2,2,3,1,1891100,1,1896700,2,1,near rear end upon completing turn,1,Unknown
4/3/18 13:42,4/3/18 13:45,0,128.119.202.167,100,175,1,4/3/18 13:45,R_1msCIvRza5OCdAE,,,,,42.36720276,-72.51850128,anonymous,EN,NLC,10681363,2,1,2,2,2,2,2,2,1,2,2,2,1,126600,2,134400,2,1,,1,Unknown
4/4/18 13:01,4/4/18 13:06,0,128.119.202.90,100,293,1,4/4/18 13:06,R_3PgYFJ56krDmudA,,,,,42.36720276,-72.51850128,anonymous,EN,AT,5022155,2,2,,1,1,2,2,2,1,3,2,2,1,1641600,1,1645100,1,1,It was raining hard and I could not tell the type of intersection.,1,
4/4/18 13:06,4/4/18 13:10,0,128.119.202.90,100,245,1,4/4/18 13:10,R_3I6UIkryeJBI5Uy,,,,,42.36720276,-72.51850128,anonymous,EN,AT,6880603,2,1,3,1,1,2,2,1,1,2,2,1,1,1227000,1,1228300,1,1,,1,
4/4/18 13:10,4/4/18 13:24,0,128.119.202.90,100,801,1,4/4/18 13:24,R_3Kp6hP6OdegU6PG,,,,,42.36720276,-72.51850128,anonymous,EN,AT,6889912,2,2,2,1,1,2,2,1,1,2,2,1,1,1163700,1,1165700,1,1,,1,
4/4/18 13:24,4/4/18 13:28,0,128.119.202.90,100,241,1,4/4/18 13:28,R_1Q3AUycOBIpzMps,,,,,42.36720276,-72.51850128,anonymous,EN,AT,6903695,2,1,1,1,1,2,2,1,1,2,2,1,1,1734900,1,1736500,1,1,,1,
4/4/18 13:29,4/4/18 13:31,0,128.119.202.90,100,131,1,4/4/18 13:31,R_1IMYsBKIPVahOAA,,,,,42.36720276,-72.51850128,anonymous,EN,AT,6916983,2,1,2,2,2,2,2,2,1,2,4,3,1,188500,1,193700,2,1,,1,
4/4/18 13:31,4/4/18 13:36,0,128.119.202.90,100,280,1,4/4/18 13:36,R_9ThyYpA99X4vaLL,,,,,42.36720276,-72.51850128,anonymous,EN,AT,6939755,1,2,,2,1,2,,3,1,2,2,3,,125900,1,129100,1,1,"The camera was not stable and shaking a lot, so I could not answer some questions.",1,
4/4/18 13:39,4/4/18 13:41,0,128.119.202.90,100,174,1,4/4/18 13:41,R_SE6OkaBVXXJhhVD,,,,,42.36720276,-72.51850128,anonymous,EN,AT,6978731,2,1,3,2,2,2,1,3,1,4,2,2,1,84700,1,89400,1,1,,1,
4/4/18 13:42,4/4/18 13:45,0,128.119.202.90,100,233,1,4/4/18 13:45,R_vHO5UfcoHVHu9od,,,,,42.36720276,-72.51850128,anonymous,EN,AT,7017600,2,1,1,2,1,2,2,3,1,4,2,2,2,625700,2,636900,1,1,,1,
4/4/18 13:48,4/4/18 13:50,0,128.119.202.90,100,151,1,4/4/18 13:50,R_2e2oUGwtv66QOxR,,,,,42.36720276,-72.51850128,anonymous,EN,AT,7050904,2,1,2,1,1,2,2,1,1,2,2,1,1,1690200,1,1691900,1,1,,1,
4/4/18 13:50,4/4/18 13:53,0,128.119.202.90,100,177,1,4/4/18 13:53,R_bPJpUiamfpDPF5f,,,,,42.36720276,-72.51850128,anonymous,EN,AT,7136907,1,1,3,2,2,2,2,3,1,,2,,,,,,,1,The driver waits in the right turn dedicated lane and the video ends.,2,
4/4/18 13:53,4/4/18 13:55,0,128.119.202.90,100,125,1,4/4/18 13:55,R_3efvLSgXwAgpWfC,,,,,42.36720276,-72.51850128,anonymous,EN,AT,7174073,2,1,1,2,2,2,1,2,1,2,2,3,1,849400,1,854300,1,1,,1,
4/4/18 13:55,4/4/18 13:58,0,128.119.202.90,100,146,1,4/4/18 13:58,R_3EbO80RFpo8Oqqh,,,,,42.36720276,-72.51850128,anonymous,EN,AT,7191090,2,1,,1,1,2,2,1,1,2,2,1,1,855200,1,857500,1,1,,1,
4/4/18 13:58,4/4/18 14:01,0,128.119.202.90,100,193,1,4/4/18 14:01,R_3iySmAf8ZFCqUBo,,,,,42.36720276,-72.51850128,anonymous,EN,AT,7256309,2,1,2,1,1,2,2,3,1,4,2,2,1,1461400,2,1470900,1,1,,1,
4/4/18 14:01,4/4/18 14:04,0,128.119.202.90,100,189,1,4/4/18 14:04,R_24zuNzqPZqN6mzL,,,,,42.36720276,-72.51850128,anonymous,EN,AT,7380468,2,1,2,2,1,2,2,2,1,2,4,3,1,17900,1,21700,1,1,,1,
