StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Scorer,File_id,Time_day,weather_conditions,intersection_type,Dedicated_turn,Wait_at_intersection,signalized_intersect,opposing_lanes,vehicle_movement,Signal_obscured,signal_state,turn_signal,turn_phase,traffic_obscured,time_of_entering,gap_decision,time_of_exiting,lead_vehicle,crash,comment,incomplete_video,Scorer - Topics
Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,Initials of Scorer:,File_ID:,Time of day,Weather conditions,"Intersection type If all off the video only shows driver driving straight through intersections, then select the intersection closest to the end of the drive and complete the scoring sheet for it",Dedicated turn lanes at intersection? (for specific turn type),"Wait at intersection, due to queue or signal",Signalized Intersection,Opposing lanes,Vehicle Movement,Signal obscured?,Signal State at time of turn/going through intersection,Turn signal indication,Turn phasing (for direction of turn),Oncoming Traffic Obscured,Time of entering the intersection (to nearest 0.1 of a second)For example: 470258 would become 470200,Gap Decision,Time of completing intersection (to nearest 0.1 of a second)For example: 470258 would become 470200,Following lead vehicle through intersection,Was there a crash?,CommentsReport questions or anything unusual about the drive/video here,"If the driver waits at an intersection and the video ends, select yes",Scorer - Topics
"{""ImportId"":""startDate"",""timeZone"":""America/Denver""}","{""ImportId"":""endDate"",""timeZone"":""America/Denver""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/Denver""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID2_TEXT""}","{""ImportId"":""QID3_TEXT""}","{""ImportId"":""QID4""}","{""ImportId"":""QID5""}","{""ImportId"":""QID6""}","{""ImportId"":""QID7""}","{""ImportId"":""QID8""}","{""ImportId"":""QID9""}","{""ImportId"":""QID10""}","{""ImportId"":""QID11""}","{""ImportId"":""QID12""}","{""ImportId"":""QID13""}","{""ImportId"":""QID14""}","{""ImportId"":""QID15""}","{""ImportId"":""QID16""}","{""ImportId"":""QID17_TEXT""}","{""ImportId"":""QID18""}","{""ImportId"":""QID19_TEXT""}","{""ImportId"":""QID20""}","{""ImportId"":""QID24""}","{""ImportId"":""QID21_TEXT""}","{""ImportId"":""QID23""}","{""ImportId"":""QID2_TEXT_0f9d2c662cea421a838f1eedTopics""}"
3/21/18 14:17,3/21/18 14:18,1,,100,51,1,3/21/18 14:18,R_3KZStMhMCvzNuLF,,,,,42.36720276,-72.51850128,preview,EN,NLC,23232,1,2,2,1,1,2,1,2,2,2,4,3,3,2,1,1,2,,adsad,,Unknown
3/21/18 14:50,3/21/18 14:51,0,24.62.200.73,100,25,1,3/21/18 14:51,R_2pRiMdGMPralw4F,,,,,42.38960266,-72.45339966,anonymous,EN,test,asdff,1,1,2,2,2,1,2,1,2,1,1,3,2,3,1,3,1,,agfsd,,Unknown
3/21/18 14:56,3/21/18 14:56,0,24.62.200.73,100,32,1,3/21/18 14:56,R_3kcfmkA4GXpRfUJ,,,,,42.38960266,-72.45339966,anonymous,EN,test,asdf,1,2,2,1,2,2,2,1,1,1,1,1,1,333,2,33,1,,d,,Unknown
3/21/18 14:58,3/21/18 14:58,0,24.62.200.73,100,17,1,3/21/18 14:58,R_3FJV3pBH4OisLlP,,,,,42.38960266,-72.45339966,anonymous,EN,test,23,1,1,2,2,1,2,2,1,2,3,3,3,2,3,1,3,1,,33,,Unknown
3/21/18 14:58,3/21/18 14:58,0,24.62.200.73,100,21,1,3/21/18 14:58,R_BJKhVHIZLrycUN3,,,,,42.38960266,-72.45339966,anonymous,EN,test,33,1,2,1,2,1,2,1,1,2,1,1,1,2,3,1,3,1,,33,,Unknown
3/23/18 12:37,3/23/18 12:42,0,128.119.202.136,100,301,1,3/23/18 12:42,R_6Db09tiaB10MJNL,,,,,42.36720276,-72.51850128,anonymous,EN,AR,13816088,1,1,2,2,1,2,2,1,1,2,2,1,1,220200,1,224200,1,1,,1,Unknown
3/23/18 12:42,3/23/18 12:47,0,128.119.202.136,100,287,1,3/23/18 12:47,R_O1FwzhwRPjq4LSN,,,,,42.36720276,-72.51850128,anonymous,EN,AR,13816240,2,1,2,2,2,2,1,3,1,2,2,3,1,1739400,1,1742800,2,1,"Intersection was a four-way, but was off of an off-ramp, so the ""through"" direction from this perspective was a one-way back onto the highway, and no traffic was coming from the opposing direction.",1,Unknown
3/23/18 12:47,3/23/18 12:52,0,128.119.202.136,100,269,1,3/23/18 12:52,R_2YqQelIolMR2WXS,,,,,42.36720276,-72.51850128,anonymous,EN,AR,13866698,2,2,2,1,2,2,2,1,1,2,2,1,1,449700,1,481700,2,1,Completed intersection in the middle of the video to achieve full video. School bus slightly crept into the lane of the driver right before entering the intersection.,1,Unknown
3/23/18 12:52,3/23/18 12:55,0,128.119.202.136,100,174,1,3/23/18 12:55,R_10wkKCOuoM0iZ74,,,,,42.36720276,-72.51850128,anonymous,EN,AR,13897258,2,1,2,2,2,2,2,1,1,,2,1,1,17781000,1,17784000,1,1,,1,Unknown
3/23/18 12:55,3/23/18 12:59,0,128.119.202.136,100,270,1,3/23/18 12:59,R_e5wBi3Lq1uGSMWB,,,,,42.36720276,-72.51850128,anonymous,EN,AR,13906096,2,1,1,2,1,2,2,3,1,2,2,3,1,2845300,1,2847800,1,1,Dedicated turn lane was only for right turn - no left turn possible.,1,Unknown
3/23/18 12:59,3/23/18 13:02,0,128.119.202.136,100,152,1,3/23/18 13:02,R_1Krms6FKnyC3aIe,,,,,42.36720276,-72.51850128,anonymous,EN,AR,13986320,1,1,2,2,2,2,2,1,1,4,2,1,1,65900,,69200,1,1,,1,Unknown
3/23/18 13:02,3/23/18 13:04,0,128.119.202.136,100,118,1,3/23/18 13:04,R_2EbZSEAevKy474L,,,,,42.36720276,-72.51850128,anonymous,EN,AR,13988011,2,1,2,2,2,2,2,2,1,2,2,2,1,135700,1,140500,1,1,,1,Unknown
3/23/18 13:04,3/23/18 13:07,0,128.119.202.136,100,178,1,3/23/18 13:07,R_1lgkGrO9hfP0ihM,,,,,42.36720276,-72.51850128,anonymous,EN,AR,14258065,2,1,2,2,1,2,2,1,1,2,4,1,1,166600,1,176600,2,1,Was in intersection longer than expected due to vehicles ahead braking due to high volume of traffic.,1,Unknown
3/23/18 13:07,3/23/18 13:08,0,128.119.202.136,100,107,1,3/23/18 13:08,R_3Ia9cjLQenTEeTr,,,,,42.36720276,-72.51850128,anonymous,EN,AR,14318190,2,1,2,2,2,2,2,2,2,,,,,,,,2,1,,2,Unknown
3/23/18 13:08,3/23/18 13:11,0,128.119.202.136,100,155,1,3/23/18 13:11,R_2TLRScmA0KMQbIO,,,,,42.36720276,-72.51850128,anonymous,EN,AR,14767568,2,1,2,1,2,2,2,1,1,2,2,2,1,99300,1,102400,1,1,,1,Unknown
3/23/18 13:11,3/23/18 13:14,0,128.119.202.136,100,148,1,3/23/18 13:14,R_qz6hi1t3UFB52jT,,,,,42.36720276,-72.51850128,anonymous,EN,AR,14821501,2,1,2,1,1,2,2,2,1,2,2,2,1,168300,2,180300,1,1,,1,Unknown
3/23/18 13:14,3/23/18 13:15,0,128.119.202.136,100,102,1,3/23/18 13:15,R_2uTK40znBSdU0zc,,,,,42.36720276,-72.51850128,anonymous,EN,AR,15093805,2,1,1,1,1,2,2,1,1,2,2,1,1,851700,1,854300,2,1,,1,Unknown
3/23/18 13:15,3/23/18 13:19,0,128.119.202.136,100,211,1,3/23/18 13:19,R_b3eHyy57IQpdKTL,,,,,42.36720276,-72.51850128,anonymous,EN,AR,15230288,1,1,1,1,2,2,2,3,1,2,2,3,1,1827500,1,1829900,2,1,No left turn allowed. There is a dedicated right turn lane.,1,Unknown
3/23/18 13:21,3/23/18 13:22,0,128.119.202.136,100,80,1,3/23/18 13:22,R_2pJqiDN0raLkWUs,,,,,42.36720276,-72.51850128,anonymous,EN,AR,15346415,2,1,2,2,2,2,2,,1,,,,,,,,,1,,2,Unknown
3/23/18 13:22,3/23/18 13:24,0,128.119.202.136,100,144,1,3/23/18 13:24,R_1P6InuPUnfcWm6H,,,,,42.36720276,-72.51850128,anonymous,EN,AR,16218004,2,1,2,,2,2,2,3,1,4,2,2,1,387600,2,389100,1,1,,1,Unknown
3/23/18 13:25,3/23/18 13:29,0,128.119.202.136,100,245,1,3/23/18 13:29,R_3dMOK37sNhqOK1S,,,,,42.36720276,-72.51850128,anonymous,EN,AR,16342188,1,1,1,1,1,2,1,3,1,4,2,2,1,261900,2,267700,1,1,Never fully stopped (should have waited due to red signal phase but didn't),1,Unknown
3/23/18 13:29,3/23/18 13:35,0,128.119.202.136,100,399,1,3/23/18 13:35,R_2wjGsoLkb4WHYBv,,,,,42.36720276,-72.51850128,anonymous,EN,AR,16990196,2,2,2,1,1,2,2,1,1,2,2,2,1,N/A due to crash,1,N/A due to crash,1,2,"Looks like a minor crash at the end of the video, due to a large vehicle making a left in opposing traffic while this driver was attempting to go through with a green circular signal. Never made it through intersection, pulled to the side of the roadway.",1,Unknown
3/23/18 13:35,3/23/18 13:38,0,128.119.202.136,100,182,1,3/23/18 13:38,R_2651SKVr2Qi4tHe,,,,,42.36720276,-72.51850128,anonymous,EN,AR,17017562,2,1,1,2,2,2,2,1,1,2,4,3,1,2513200,1,2517100,2,1,,1,Unknown
3/23/18 13:39,3/23/18 13:41,0,128.119.202.136,100,155,1,3/23/18 13:41,R_2TYKZJUue3JNZeV,,,,,42.36720276,-72.51850128,anonymous,EN,AR,17123342,2,1,2,2,2,2,2,2,1,2,2,2,1,184700,1,189300,1,1,,1,Unknown
3/23/18 13:41,3/23/18 13:44,0,128.119.202.136,100,173,1,3/23/18 13:44,R_1LgIiVHebUWQVrP,,,,,42.36720276,-72.51850128,anonymous,EN,AR,17167916,2,1,2,2,1,2,2,2,1,2,2,2,1,214300,1,217900,1,1,,1,Unknown
3/23/18 13:44,3/23/18 13:47,0,128.119.202.136,100,148,1,3/23/18 13:47,R_2CPmuNN9MS6oI8X,,,,,42.36720276,-72.51850128,anonymous,EN,AR,17385263,2,1,2,2,1,2,2,3,1,2,2,3,1,680800,1,683600,1,1,,1,Unknown
3/23/18 13:47,3/23/18 13:51,0,128.119.202.136,100,261,1,3/23/18 13:51,R_3CAx7RKKDA29tV7,,,,,42.36720276,-72.51850128,anonymous,EN,AR,17638425,2,1,1,1,1,2,2,1,1,2,,1,1,438900,1,443800,1,1,Slowed down while going through intersection due to other vehicle attempting a turn creeping into intersection,1,Unknown
3/26/18 8:19,3/26/18 8:28,0,128.119.202.252,100,533,1,3/26/18 8:28,R_2ab2dYw4DED9ARD,,,,,42.36720276,-72.51850128,anonymous,EN,AT,819087,2,1,1,2,2,2,1,2,1,2,2,3,1,392400,1,398700,1,1,,1,Unknown
3/26/18 8:28,3/26/18 8:35,0,128.119.202.252,100,394,1,3/26/18 8:35,R_2QrgK8WRJBnKOfR,,,,,42.36720276,-72.51850128,anonymous,EN,AT,820463,2,2,2,1,1,2,2,2,1,2,2,2,2,268300,1,271700,2,1,,1,Unknown
3/26/18 8:35,3/26/18 8:44,0,128.119.202.252,100,575,1,3/26/18 8:44,R_2BrGiRWQZEoxVaP,,,,,42.36720276,-72.51850128,anonymous,EN,AT,948646,2,1,2,2,1,2,2,2,1,2,2,2,2,599100,2,610900,1,1,,1,Unknown
3/26/18 8:44,3/26/18 8:52,0,128.119.202.252,100,457,1,3/26/18 8:52,R_1DMCoM85CXwEy6g,,,,,42.36720276,-72.51850128,anonymous,EN,AT,951500,2,1,2,2,2,2,2,2,1,2,4,3,2,461700,1,46600,2,1,,1,Unknown
3/26/18 8:52,3/26/18 8:55,0,128.119.202.252,100,212,1,3/26/18 8:55,R_21Eq8lPTWVWvtct,,,,,42.36720276,-72.51850128,anonymous,EN,AT,951500,2,1,2,2,2,2,2,2,1,,4,1,1,,,,,,,2,Unknown
3/26/18 15:48,3/26/18 15:59,0,128.119.202.242,100,634,1,3/26/18 15:59,R_3g5eJmC2zaeaYjk,,,,,42.36720276,-72.51850128,anonymous,EN,AT,919948,2,1,2,2,2,2,2,3,1,4,2,2,1,36200,2,46700,2,1,"It was hard to tell if the vehicle waited at the intersection due to queue. But I said it did wait because it slowed down almost to stop (but not a complete stop).
No left turns in the video.
There was a U-turn, but it was not at the intersection.",1,Unknown
3/26/18 15:59,3/26/18 16:05,0,128.119.202.242,100,334,1,3/26/18 16:05,R_oZAweJ39nEi4wvv,,,,,42.36720276,-72.51850128,anonymous,EN,AT,1010595,1,1,1,1,2,2,2,1,1,2,2,3,1,370700,1,374000,2,1,"There were no right nor left turns.
Coded the last signalized intersection that the driver went through.",1,Unknown
3/26/18 16:05,3/26/18 16:15,0,128.119.202.242,100,591,1,3/26/18 16:15,R_1GWjvHblygGBd4Q,,,,,42.36720276,-72.51850128,anonymous,EN,AT,1091854,2,1,1,1,2,1,1,2,,1,1,2,1,12000,2,23700,1,1,,1,Unknown
3/26/18 16:16,3/26/18 16:24,0,128.119.202.242,100,483,1,3/26/18 16:24,R_ZE7LbSCieof8qnT,,,,,42.36720276,-72.51850128,anonymous,EN,AT,1156923,2,1,2,2,2,2,2,1,1,2,2,3,1,496900,1,500200,2,1,"No left turns nor right turns in this video.
Coded the last signalized intersection that the driver went through. ",1,Unknown
3/26/18 16:30,3/26/18 16:33,0,128.119.202.242,100,185,1,3/26/18 16:33,R_33kHiGtKRO4h1OF,,,,,42.36720276,-72.51850128,anonymous,EN,AT,1196232,2,1,2,,1,2,2,1,1,2,2,1,2,16180000,1,1619800,2,1,"There was no right nor left turns in this video.
Coded the last signalized intersection that the driver went through.",1,Unknown
3/26/18 16:40,3/26/18 16:44,0,128.119.202.242,100,243,1,3/26/18 16:44,R_3DkdFpQVZtCLAv8,,,,,42.36720276,-72.51850128,anonymous,EN,AT,1223152,1,1,2,,1,2,2,1,1,2,2,1,1,200900,2,204500,1,2,"There was a right turn at NON-signalized intersection.
However, coded the last signalized intersection that the driver went through.",1,Unknown
3/26/18 16:44,3/26/18 16:52,0,128.119.202.242,100,510,1,3/26/18 16:53,R_Ry2CCkKG9JoK36N,,,,,42.36720276,-72.51850128,anonymous,EN,AT,1389186,2,1,2,,2,2,2,3,1,4,2,2,1,129500,2,141100,1,1,"There were multiple left turns at non-signalized intersection in this video.
However, coded the right turn at signalized intersection.",1,Unknown
3/26/18 16:52,3/26/18 17:00,0,128.119.202.242,100,422,1,3/26/18 17:00,R_3M56moBmb9FgWJE,,,,,42.36720276,-72.51850128,anonymous,EN,AT,1447104,2,1,2,,2,2,2,3,1,2,2,3,1,887800,1,893300,1,1,,1,Unknown
3/27/18 8:15,3/27/18 8:28,0,128.119.202.95,100,750,1,3/27/18 8:28,R_1owq3npbYLG9ZBM,,,,,42.36720276,-72.51850128,anonymous,EN,KP,96855269,2,1,2,1,1,2,2,1,1,2,2,1,1,221600,1,221800,2,1,No turns made,1,Unknown
3/27/18 8:28,3/27/18 8:34,0,128.119.202.95,100,366,1,3/27/18 8:34,R_1ETvdCu4mroFQ0V,,,,,42.36720276,-72.51850128,anonymous,EN,KP,97088682,2,1,1,2,2,2,1,2,1,2,2,3,1,167000,1,170000,1,1,,1,Unknown
3/27/18 8:34,3/27/18 8:41,0,128.119.202.95,100,391,1,3/27/18 8:41,R_6zHqAYnGzkoERW1,,,,,42.36720276,-72.51850128,anonymous,EN,KP,97329354,2,1,2,1,2,2,2,3,1,4,2,2,1,53600,1,56300,1,1,No left turns made; not sure if should score the last intersection driver traveled through or last intersection driver made a right turn at,1,Unknown
3/27/18 8:41,3/27/18 8:47,0,128.119.202.95,100,390,1,3/27/18 8:47,R_3HLZaRg63IbdLuT,,,,,42.36720276,-72.51850128,anonymous,EN,KP,97447060,2,1,2,2,2,2,2,3,1,4,2,2,1,976300,2,979300,1,1,"No left turns made; not sure if I should score the last intersection the driver traveled through or last intersection driver turned right at. 
Marked yes for a designated turn lane because driver was in a designated right turn only lane. ",1,Unknown
3/27/18 8:47,3/27/18 8:53,0,128.119.202.95,100,371,1,3/27/18 8:53,R_ZKOZzdI6ep25KCt,,,,,42.36720276,-72.51850128,anonymous,EN,KP,97471201,2,1,2,2,2,2,2,3,1,2,2,3,1,227000,2,229000,2,1,"No left turns made; not sure if I should score the last intersection driver went through or last right turn driver made (scored last right turn).
Marked yes for a designated turn lane because driver was in right turn only lane.
Footage is fairly blurry and was difficult to determine signal type/phase.",2,Unknown
3/27/18 8:53,3/27/18 9:00,0,128.119.202.95,100,389,1,3/27/18 9:00,R_3QXyTU9QojOZfJ7,,,,,42.36720276,-72.51850128,anonymous,EN,KP,97544635,2,2,2,2,1,2,2,2,1,2,2,3,1,202300,1,207300,1,1,"This video should be viewed by group for review. Driver enters the opposing lane before entering intersection, and hits the curb before completing a left turn. Signal type/phase is also difficult to determine due to weather conditions. ",1,Unknown
3/27/18 9:05,3/27/18 9:11,0,128.119.202.95,100,359,1,3/27/18 9:11,R_bduJmiExOCqy1Dr,,,,,42.36720276,-72.51850128,anonymous,EN,KP,97558734,2,1,2,2,2,2,2,2,1,2,2,2,1,1101600,2,1127800,1,2,Video should be further reviewed. Driver crashed into another vehicle and does not complete the left turn. ,1,Unknown
3/27/18 9:11,3/27/18 9:17,0,128.119.202.95,100,308,1,3/27/18 9:17,R_2RPli2WJsT9fhyj,,,,,42.36720276,-72.51850128,anonymous,EN,KP,97664080,2,1,2,1,2,2,2,3,1,4,2,2,1,986900,2,991500,1,1,"No left turns completed in the video, in a left turn only lane when video ends. ",2,Unknown
3/27/18 9:17,3/27/18 9:23,0,128.119.202.95,100,359,1,3/27/18 9:23,R_2tJRlgUhbpR2UEO,,,,,42.36720276,-72.51850128,anonymous,EN,KP,98235356,2,1,1,1,2,2,2,2,1,2,2,3,1,908900,1,913300,2,1,Unsure what type of intersection this would be considered. ,1,Unknown
3/27/18 9:23,3/27/18 9:27,0,128.119.202.95,100,254,1,3/27/18 9:27,R_24wO2rPl6hrexE8,,,,,42.36720276,-72.51850128,anonymous,EN,KP,99274399,1,1,2,2,1,2,2,2,1,2,2,2,1,1316200,1,1322700,1,1,,1,Unknown
3/27/18 9:27,3/27/18 9:31,0,128.119.202.95,100,227,1,3/27/18 9:31,R_3PdDmQcvqwY7vjp,,,,,42.36720276,-72.51850128,anonymous,EN,KP,99437202,2,1,2,1,1,2,2,2,1,2,2,2,1,1233800,1,123700,1,1,,1,Unknown
3/27/18 9:31,3/27/18 9:36,0,128.119.202.95,100,293,1,3/27/18 9:36,R_3Li26pcoiOdkBZm,,,,,42.36720276,-72.51850128,anonymous,EN,KP,99444337,2,1,1,1,2,1,1,3,1,1,1,2,1,375200,2,381800,1,1,No left turns made; scored the last right turn made in the video. ,1,Unknown
3/27/18 9:36,3/27/18 9:42,0,128.119.202.95,100,314,1,3/27/18 9:42,R_1l685oT6M1jC2yD,,,,,42.36720276,-72.51850128,anonymous,EN,KP,99683371,2,1,2,1,2,2,2,2,1,2,4,3,1,684700,1,689100,2,1,"There were two times displayed at the bottom, I used the top one. ",1,Unknown
3/28/18 6:27,3/28/18 6:33,0,128.119.202.204,100,331,1,3/28/18 6:33,R_2UfiQXH3YgxnEFM,,,,,42.36720276,-72.51850128,anonymous,EN,NLC,61144704,2,1,2,1,2,2,2,2,1,2,2,2,1,95400,1,1005900,2,1,"There are potentially a couple of turns in this video, I used the first left turn that the driver made to complete the scoring
Also, pretty sure driver makes an illegal U-turn near the end",2,Unknown
3/28/18 6:33,3/28/18 6:37,0,128.119.202.204,100,235,1,3/28/18 6:37,R_10uuj2ogDfGDsf2,,,,,42.36720276,-72.51850128,anonymous,EN,NLC,61145175,2,1,2,2,2,2,2,2,1,2,4,3,1,141200,1,146100,1,1,Driver hops the curb on the turn because they do not take it wide enough,1,Unknown
3/28/18 6:37,3/28/18 6:41,0,128.119.202.204,100,229,1,3/28/18 6:41,R_3FWZMLTVJGWQMQx,,,,,42.36720276,-72.51850128,anonymous,EN,NLC,61165921,1,2,1,2,1,2,2,2,1,2,2,2,1,331500,1,335100,1,1,Vehicle hops the curve trying to make the left turn. Also makes illegal right turn earlier in the video,1,Unknown
3/28/18 6:41,3/28/18 6:45,0,128.119.202.204,100,258,1,3/28/18 6:45,R_UXCbBYFHCwSm02R,,,,,42.36720276,-72.51850128,anonymous,EN,NLC,61218328,1,1,1,2,1,2,2,2,1,2,2,2,1,195900,2,199100,1,1,Vehicle yielded to oncoming vehicle before making the turn,1,Unknown
3/28/18 6:45,3/28/18 6:49,0,128.119.202.204,100,217,1,3/28/18 6:49,R_1nVKli4W1H774uh,,,,,42.36720276,-72.51850128,anonymous,EN,NLC,61265532,2,1,2,2,2,2,1,2,1,2,2,3,1,1263600,1,1268000,2,1,"Not sure on the signal here, it should be an arrow for the dedicated lane but only a circular ball was visible",1,Unknown
3/28/18 6:49,3/28/18 6:52,0,128.119.202.204,100,217,1,3/28/18 6:52,R_ZFfJJvkqolmVVex,,,,,42.36720276,-72.51850128,anonymous,EN,NLC,61469021,2,1,1,2,2,2,1,2,1,2,2,3,1,245000,1,249300,2,1,No crash on the left near but a near crash towards the end of the video,1,Unknown
3/28/18 6:52,3/28/18 6:57,0,128.119.202.204,100,264,1,3/28/18 6:57,R_2wyG32wzqcvgttr,,,,,42.36720276,-72.51850128,anonymous,EN,NLC,61724116,2,1,2,2,1,2,2,2,1,2,4,3,1,122400,1,125400,2,1,"Not a true 4 way because there is not traffic from  4 different directions, only 3, but the movements equal 4",1,Unknown
3/28/18 16:44,3/28/18 16:58,0,128.119.202.160,100,845,1,3/28/18 16:58,R_eJ8AnB3yicUJXP3,,,,,42.36720276,-72.51850128,anonymous,EN,TH,32793372,2,1,1,1,2,2,1,3,1,4,2,2,1,270100,2,273900,1,1,"I am considering that because the driver is taking a right turn on red that the driver has to consider the gap when making the turn. If I am wrong in this assumption, change my gap decision answer.",1,Unknown
3/28/18 16:58,3/28/18 17:07,0,128.119.202.160,100,546,1,3/28/18 17:07,R_d0UHwuSWqPFKR9v,,,,,42.36720276,-72.51850128,anonymous,EN,TH,32804138,2,1,3,2,2,2,1,2,1,2,2,3,1,750600,1,753900,2,1,"1) I am considering the second intersection because before the intersection the road shows it as a designated left turn lane even though the car goes straight through the intersection.
2) Needs to be reviewed.",1,Unknown
3/28/18 17:07,3/28/18 17:13,0,128.119.202.160,100,343,1,3/28/18 17:13,R_wTMk5Z7u6A2pW8N,,,,,42.36720276,-72.51850128,anonymous,EN,TH,32808153,2,2,2,2,2,2,2,1,1,2,2,3,1,280200,1,286500,1,1,I used the first intersection because the video ends before the driver goes into the second intersection,1,Unknown
3/28/18 17:22,3/28/18 17:24,0,128.119.202.160,100,152,1,3/28/18 17:24,R_2VmsbFXlwbUGIY5,,,,,42.36720276,-72.51850128,anonymous,EN,TH,32854662,1,2,2,2,2,2,2,2,1,,,3,1,,1,,1,1,The video ended before the driver going into the intersection to take a left turn.,2,Unknown
3/28/18 17:24,3/28/18 17:32,0,128.119.202.160,100,467,1,3/28/18 17:32,R_3GprVqUR0g7LdYw,,,,,42.36720276,-72.51850128,anonymous,EN,TH,33135553,2,1,2,1,1,2,2,1,1,2,2,3,1,647400,1,650500,1,1,"The driver got cut off, should that be considered a gap decision?",1,Unknown
3/28/18 17:33,3/28/18 17:39,0,128.119.202.160,100,396,1,3/28/18 17:39,R_D0tUlvwMAdTl4d3,,,,,42.36720276,-72.51850128,anonymous,EN,TH,33141174,2,1,2,2,2,2,2,2,1,,,3,1,,1,,,,The video ended before the car was able to make the left turn.,2,Unknown
3/28/18 17:39,3/28/18 17:45,0,128.119.202.160,100,367,1,3/28/18 17:45,R_11ZvciYzYwanHs4,,,,,42.36720276,-72.51850128,anonymous,EN,TH,33171484,2,1,1,1,1,2,2,1,1,3,2,3,1,51500,1,52500,1,1,"There was a left turn at the beginning but it was not signalized.
The color of the signal when the car goes through the intersection is hard to tell, should be reviewed.",1,Unknown
3/28/18 17:46,3/28/18 17:53,0,128.119.202.160,100,406,1,3/28/18 17:53,R_2VjRjhMHddOmr1O,,,,,42.36720276,-72.51850128,anonymous,EN,TH,33601256,2,1,2,2,1,2,2,1,1,2,2,1,1,1542400,1,15449,1,1,Any video before this for TH that says through the intersection and says protected for turn phasing should be changed to not applicable. Thank you.,1,Unknown
3/28/18 17:53,3/28/18 17:59,0,128.119.202.160,100,398,1,3/28/18 17:59,R_1FIJKgVOaxKUZJ2,,,,,42.36720276,-72.51850128,anonymous,EN,TH,33623553,2,1,2,2,1,2,2,1,1,3,2,1,1,230300,1,231500,1,1,"The video ends where the driver is at an intersection but the driver was going to go through the intersection.
Do we only include that intersection if the video ends before a left turn?
There is no crash, the car just moves to the right.",1,Unknown
3/28/18 18:00,3/28/18 18:04,0,128.119.202.160,100,261,1,3/28/18 18:04,R_1ONunPOtoreF0af,,,,,42.36720276,-72.51850128,anonymous,EN,TH,34501267,2,1,2,2,2,2,2,1,1,2,2,1,1,261200,1,264900,1,1,The video is blurry but I think it is just the camera. The weather is clear.,1,Unknown
3/28/18 18:04,3/28/18 18:14,0,128.119.202.160,100,589,1,3/28/18 18:14,R_1rluFItuxZme2dy,,,,,42.36720276,-72.51850128,anonymous,EN,TH,34601503,2,1,2,2,1,2,2,3,1,2,2,3,1,1087100,1,1092200,1,1,"During the video, the signal goes from a bright red to a dimmer color, I am assuming that the signal turned green.",1,Unknown
3/30/18 12:57,3/30/18 13:04,0,128.119.202.240,100,426,1,3/30/18 13:04,R_U9XWZSEBfByjlN7,,,,,42.36720276,-72.51850128,anonymous,EN,AT,1060613,2,1,2,1,2,2,2,3,1,1,2,3,1,,,,,1,"Many questions are not applicable because the driver did not complete the turn in the video.
The driver does make some left turns at non-signalized intersections in the beginning of the video",2,Unknown
3/30/18 13:04,3/30/18 13:08,0,128.119.202.240,100,227,1,3/30/18 13:08,R_OEkiXLf9ePMR6q5,,,,,42.36720276,-72.51850128,anonymous,EN,AT,1451009,2,1,1,1,1,2,2,1,1,2,2,1,1,24000,1,26600,1,1,,1,Unknown
3/30/18 13:08,3/30/18 13:13,0,128.119.202.240,100,297,1,3/30/18 13:13,R_usQRMe2Th8lfwpX,,,,,42.36720276,-72.51850128,anonymous,EN,AT,1612192,2,1,1,2,2,2,1,2,1,,2,3,1,,,,,1,Some questions are not applicable because the driver did not complete the turn before the video ended,2,Unknown
3/30/18 13:13,3/30/18 13:21,0,128.119.202.240,100,489,1,3/30/18 13:21,R_NWT4t4s3l2wsBWx,,,,,42.36720276,-72.51850128,anonymous,EN,AT,1624074,1,1,3,2,1,2,2,3,1,2,2,3,1,375200,1,,1,1,"The driver entered the intersection, but did not complete the turn before the video ended.",2,Unknown
3/30/18 13:21,3/30/18 13:25,0,128.119.202.240,100,243,1,3/30/18 13:26,R_27qUvmMB9T5GrEm,,,,,42.36720276,-72.51850128,anonymous,EN,AT,1772247,2,1,2,1,2,2,2,1,1,2,2,1,1,384700,1,387800,1,1,,1,Unknown
3/30/18 13:25,3/30/18 13:30,0,128.119.202.240,100,306,1,3/30/18 13:30,R_12hXJPV61Y37X5U,,,,,42.36720276,-72.51850128,anonymous,EN,AT,1844368,2,1,2,2,2,2,2,2,1,2,2,2,2,54500,1,62100,2,1,,1,Unknown
